Ref;Nombre;instalaciones;Dirección;Municipio;Código Municipio;Provincia;Código Provincia;Teléfono
1081;GIMNASIO BODY CENTER BILBAO;Sala de musculación#Sala de cardiovasculares#Sala de actividades colectivas;C/ Larrauri 1A ;Derio;901;Bizkaia;48;34944541582
1082;GR 280 URIBE;Sendero;PORTUBIDEA KALEA S/N ;Lemoiz;056;Bizkaia;48;34946879009
1083;FRONTÓN URIZAR;Frontón;URIZAR AUZOA S/N ;Lemoiz;056;Bizkaia;48;34946879009
1084;FRONTÓN GOROSTIZA;Frontón;Bº GOROSTIZA S/N ;Arrasate/Mondragón;055;Gipuzkoa;20;34943252000
1085;PISTA POLIDEPORTIVA SAN ANDRÉS;Pista polideportiva;PL DR. CORDOBA Y ORO S/N ;Arrasate/Mondragón;055;Gipuzkoa;20;34943252000
1086;PISTA DEPORTIVA DE ZUBIALDE;Pista polideportiva;Etxezarreta industrialdea s/n ;Aizarnazabal;003;Gipuzkoa;20;34943897053
1087;GR-1 SENDERO HISTÓRICO;Sendero gran recorrido;CARRETERA A-3130 S/N ;Peñacerrada-Urizaharra;044;Araba/Álava;01;34945367004
1088;RUTA BTT 15 GR-38(B);Ruta en bicicleta;CAMINO DE LAGUARDIA S/N ;Lagrán;030;Araba/Álava;01;34945378262
1089;PISTA POLIDEPORTIVA JUNTO A CORREOS;Pista polideportiva;AVDA UNIVERSIDAD 7 ;Oñati;059;Gipuzkoa;20;34943780411
1090;CAMPO DE TIRO SANTA BARBARA;Campo de tiro;Bº SANTA BARBARA S/N ;Hernani;040;Gipuzkoa;20;34943550044
1091;FRONTÓN DE ETURA;Frontón;ETURA S/N ;Arratzua-Ubarrundia;008;Araba/Álava;01;34945317006
1092;BOLERA EREÑOZU;Bolera#Campo de llave;Bº EREÑOZU S/N ;Hernani;040;Gipuzkoa;20;34943337000
1093;PISTA DE FÚTBOL ELIZATXO;Pista de fútbol;Bº ELIZATXO S/N ;Hernani;040;Gipuzkoa;20;34943337000
1094;FRONTÓN MUNICIPAL;Frontón#Sala polivalente;Avenida Sabino Arana S/N ;Zalla;096;Bizkaia;48;34946390001
1095;CAMPO DE FÚTBOL MUNICIPAL LA BALUGA;Campo de fútbol#Gimnasio;Avenida Encartaciones S/N ;Balmaseda;090;Bizkaia;48;34946800000
1096;POLIDEPORTIVO ARRAZPI;Pista deportiva;C/ ILARDUIBIDE S/N ;Asparrena;009;Araba/Álava;01;34945304006
1097;CLUB HIPICO VALLE DE AIALA;Picadero descubierto#Picadero cubierto;AVENIDA DE IRABIEN S/N ;Okondo;042;Araba/Álava;01;34987417279
1098;PROBADERO DE ERREZIL;Probadero;Gernika plaza s/n ;Errezil;066;Gipuzkoa;20;34943812989
1099;PLAYA MALKORBE;Zona de baño;C/ PUERTO S/N ;Getaria;039;Gipuzkoa;20;34943896024
1100;CLUB DE REMO DE GETARIA;Sala musculación;C/ PUERTO S/N ;Getaria;039;Gipuzkoa;20;34943896024
1101;ZONA DE TENIS DE MESA;Tenis de mesa;C/ CRISTÓBAL BALENZIAGA S/N ;Getaria;039;Gipuzkoa;20;34943896024
1102;FRONTÓN ZINEMA;Pista polideportiva cubierta con frontón;C/ ZIGORDIA S/N ;Zarautz;079;Gipuzkoa;20;34943005122
1103;CENTRO ECUESTRE BURDIN HORSE;Pista exterior#Pista cubierta;Estrada San Andres 31 ;Valle de Trápaga-Trapagaran;080;Bizkaia;48;
1104;PR-A 50 SENDA DE LAS CARBONERAS Y ASCENSION AL MONTE CRUZ DEL CASTILLO;Pequeño recorrido;PLAZA DE LA MUSICA S/N ;Lagrán;030;Araba/Álava;01;34945378059
1105;PISTA DE FÚTBOL SALA DE TUESTA;Pista de fútbol sala;C/ REAL S/N ;Valdegovía/Gaubea;055;Araba/Álava;01;34945353042
1106;GR-1 SENDERO HISTÓRICO;Sendero;CTRA. A-4321 S/N ;Lantarón;902;Araba/Álava;01;34945332024
1107;CARREJO MUNICIPAL;Probadero;PL. Olakueta s/n ;Berriz;019;Bizkaia;48;34946824036
1108;TIRO AL PLATO;Tiro al plato;Barrio La Florida s/n ;Abanto y Ciérvana-Abanto Zierbena;002;Bizkaia;48;
1109;POLIDEPORTIVO MUSAKOLA;Vaso recreativo exterior#Vaso chapoteo exterior#Puestos tenis de mesa#Pista polideportiva cubierta#Sala musculación-gimnasio 1#Sala polivalente-gimnasio 2#Sala polivalente-gimnasio 3#Sala tai-chi-gimnasio 4#Sala spinning#Pista tenis 2#Pista padel 1#Pista padel 2#Sala musculación nueva#Pista tenis 1#Pista skate#Frontón grande#Frontón pequeño#Squash 1 - antoña#Squash 2 - antoña#Squash 3 - antoña#Sala musculación - antoña#Pista baloncesto - antoña#Sala tatami 1 - antoña#Sala tatami 2 - antoña#Campo fútbol#Campo rugby#Pista atletismo#Recta salto longitud#Recta salto altura#Vaso deportivo#Vaso enseñanza#Vaso deportivo exterior;C/ ELKANO 27 ;Arrasate/Mondragón;055;Gipuzkoa;20;34943771677
1110;PISTA POLIDEPORTIVA DE MUNTSARATZ;Pista polideportiva;C/ Arlozabal s/n ;Abadiño;001;Bizkaia;48;34946215530
1111;PLAYA DE BAKIO;Zona de actividad en playas naturales;PLAYA DE BAKIO S/N ;Bakio;012;Bizkaia;48;34946194001
1112;GR 280 URIBE;Sendero;MESTERIKA AUZOA S/N ;Meñaka;064;Bizkaia;48;34946742101
1113;CARREJO ARRASTRE MUNICIPAL;Carrejo de arrastre;MESTERIKA AUZOA S/N ;Meñaka;064;Bizkaia;48;34946742101
1114;REFUGIO DE XOXOTE;;Xoxote mendia s/n ;Azpeitia;018;Gipuzkoa;20;34943813069
1115;CAMPO DE FÚTBOL BERRIZBURU;Campo de fútbol;C/ Berrizburu s/n ;Berriz;019;Bizkaia;48;34661763175
1116;FRONTÓN TXIKURI;Frontón;Antxieta plaza 2 ;Azpeitia;018;Gipuzkoa;20;34943813069
1117;FRONTÓN ALKARTASUNA ELIZ;Frontón;Aratz Erreka auzoa s/n ;Azpeitia;018;Gipuzkoa;20;34943813069
1118;IKASTOLA ARIZMENDI-VIATOR HAUNDI;Gimnasio derecha#Gimnasio izquierda#Pista polideportiva con frontón#Pista baloncesto;Pº ARRASATE 10 ;Arrasate/Mondragón;055;Gipuzkoa;20;34943772025
1119;IKASTOLA ARIZMENDI-VIATOR TXIKI;Gimnasio#Pista fútbol#Pista baloncesto;Pº ARRASATE 8 ;Arrasate/Mondragón;055;Gipuzkoa;20;34943772025
1120;FRONTÓN FICA;Pista polideportiva con frontón#Sala musculación#Sala polivalente;ELEJALDE AUZOA S/N ;Gamiz-Fika;038;Bizkaia;48;34946153114
1121;PR-GI 139 AZKOITIA-AZPEITIA;Sendero;Balda plaza s/n ;Azkoitia;017;Gipuzkoa;20;34943851100
1122;CP ARRASATE ERGUIN;Sala psicomotricidad#Gimnasio#Pista fútbol#Pista polideportiva;C/ ERGUIN 36 ;Arrasate/Mondragón;055;Gipuzkoa;20;34943797774
1123;CLUB AJEDREZ SAN ANDRES;Sala ajedrez;Pº JOSE LUIS IÑARRA 34 ;Arrasate/Mondragón;055;Gipuzkoa;20;34943252000
1124;INSTALACIONES URBANIZACIÓN GURE-MENDI;Vaso recreativo;GURE-MENDI AUZOA S/N ;Lemoiz;056;Bizkaia;48;34946879009
1125;GIMNASIO MUNICIPAL ARMINTZA;Sala musculación;URIZAR BIDEA S/N ;Lemoiz;056;Bizkaia;48;34946879009
1126;C.E.I.P. ROMO;Pista balonmano#Pista fútbol 1#Pista fútbol 2#Pista baloncesto 1#Pista baloncesto 2#Pista baloncesto 3#Polideportivo#Pista polideportiva fronton#Bulder#Gimnasio pequeño;C/ Gobelaurre 41 ;Getxo;044;Bizkaia;48;34944638304
1127;FRONTON MARQUINEZ;Pista polideportiva con frontón;C/ DE VITORIA S/N ;Bernedo;016;Araba/Álava;01;34945378041
1128;C.Pr. ELKARHEZI;Gimnasio#Sala psicomotricidad;C/ ARANTZAZU 18 ;Oñati;059;Gipuzkoa;20;34943780511
1129;CARREJO ARRASTRE MUNICIPAL;Carrejo de arrastre;ZUBIAURREALDE 43 ;Bakio;012;Bizkaia;48;34946194001
1130;ÁREA DE MANTENIMIENTO PARQUE PINOSOLO;Área mantenimiento;Barrio de Artatza, Parque Pinosolo S/N ;Leioa;054;Bizkaia;48;34944008000
1131;POLIDEPORTIVO ERROTARENA;Pista polideportiva#Sala de aerobic#Sala de spinning#Vaso deportivo#Sala equipada#Vaso deportivo#Vaso de chapoteo;Calle La Calzada 2 ;Balmaseda;090;Bizkaia;48;34946038543
1132;GIMNASIO IMAGEN;Sala de musculación#Sala polivalente;C/ Pío Bermejillo 28 ;Balmaseda;090;Bizkaia;48;34946800781
1133;AVENTURA SOBRÓN;Piscina pequeña#Piscina grande#Campo de aventura#Campo de paintball y tiro con arco#Pista deportiva#Tenis de mesa#Zona de deportes náuticos;CTRA. A-2122 (PISCINAS DE SOBRÓN) S/N ;Lantarón;902;Araba/Álava;01;34945359016
1134;INSTALACIONES DEPORTIVAS GURE KIROLAK;Bolera#Probadero#Frontón pequeño#Frontón grande;Parque Jauregibarria s/n  ;Amorebieta-Etxano;003;Bizkaia;48;34946732714
1135;C.E.I.P. URKIZU;Pista fútbol#Pista mini-basket#Pista voleibol#Pista atletismo#Puestos tenis de mesa#Sala psicomotricidad#Gimnasio;C/ CARMEN 5 ;Eibar;030;Gipuzkoa;20;34943121778
1136;BOLERA ARRATE;Bolera;Bº ARRATE (CTRA GI-3301) S/N ;Eibar;030;Gipuzkoa;20;34943708400
1137;FRONTÓN ONDAR BELTZ;Frontón;CTRA. DEBA-MUTRIKU (GI-638) S/N ;Mutriku;056;Gipuzkoa;20;34943603244
1138;C.P. SAN PEDRO;Pista polideportiva exterior;AITA ELORRIAGA BIDEA 22 ;Mungia;069;Bizkaia;48;34946740600
1139;CAMPO DE FUTBOL LARRETA;Campo de fútbol;AITA ELORRIAGA KALEA S/N ;Mungia;069;Bizkaia;48;34946743412
1140;C.E.I.P. KURTZEBARRI;Gimnasio#Sala psicomotricidad#Pista polideportiva#Bolera#Frontón 'iturrigorri';C/ SANTAKURTZ 19 ;Aretxabaleta;013;Gipuzkoa;20;34943790049
1141;GR-282 SENDA DEL PASTOREO;Sendero;PL. DE SAN MIGUEL S/N ;Leintz-Gatzaga;068;Gipuzkoa;20;34943714746
1142;RUTA BTT 10 SIERRA DE ÁRCENA;Ruta btt;C/ DE LA MOTA S/N ;Valdegovía/Gaubea;055;Araba/Álava;01;34945353042
1143;PR-A 52 SENDA DEL MONTE JAUNDEL;Pequeño recorrido;CARRETERA A-3130  KM. 36 ;Lagrán;030;Araba/Álava;01;34945378059
1144;ESPACIO DE TENIS DE MESA DE TUESTA;Tenis de mesa;C/ REAL S/N ;Valdegovía/Gaubea;055;Araba/Álava;01;34945353042
1145;CARREJO ARRASTRE MUNICIPAL NEURKETA;Carrejo de arrastre;NEURKETA KALEA S/N ;Mungia;069;Bizkaia;48;34946743412
1146;PISTA SKATE;Pista skate;PARQUE SANTA BARBARA S/N ;Arrasate/Mondragón;055;Gipuzkoa;20;34943252000
1147;GR 280 URIBE;Sendero;ALDAI ENPARANTZA S/N ;Fruiz;035;Bizkaia;48;34946153210
1148;FRONTÓN DE LA ERMITA ELOSIAGA;Frontón;Elosiaga auzoa s/n ;Azpeitia;018;Gipuzkoa;20;34943813069
1149;ESCUELA IKASBERRI;Gimnasio#Hockey#Pista de baloncesto#Pista polivalente#Pista de vóleibol#Zona de juegos#Tenis de mesa#Frontón;Loiolako Inazio hiribidea 26 ;Azpeitia;018;Gipuzkoa;20;34943151246
1150;IKASTOLA ARIZMENDI-FERIXALEKU;Gimnasio;C/ OTALORA LIZENTZIATUA 8 ;Arrasate/Mondragón;055;Gipuzkoa;20;34943772025
1151;VIA VERDE AZKOITIA-ZUMÁRRAGA;Sendero;Txalon Erreka auzoa s/n ;Azkoitia;017;Gipuzkoa;20;34943857170
1152;PISTA POLIDEPORTIVA FICA;Pista polideportiva;ELEJALDE AUZOA S/N ;Gamiz-Fika;038;Bizkaia;48;34946153114
1153;PISTA FÚTBOL DE TXALON ERREKA;Pista de fútbol;Txalon Erreka auzoa s/n ;Azkoitia;017;Gipuzkoa;20;34943857170
1154;FRONTÓN GOIKO-LOSA;Frontón;Herriko plaza s/n ;Azkoitia;017;Gipuzkoa;20;34943857170
1155;COLEGIO SAN JOSE DE FLOREAGA;Gimnasio#Frontón#Pista polideportiva principal 1#Pista polideportiva 2;Floreaga berri plaza 12 ;Azkoitia;017;Gipuzkoa;20;34943853043
1156;CENTRO HÍPICO GOIKOMENDI;Pista ponis#Pista doma clásica;ANDRAKA AUZOA S/N ;Lemoiz;056;Bizkaia;48;34946879427
1157;PISTA MUNICIPAL DE BALONCESTO;;Calle Autonomía de Euskal Herria  s/n ;Atxondo;091;Bizkaia;48;34946821009
1158;ALBERGUE DE BARRIA;Pista deportiva#Piscina;C/ SAN BERNARDO 9 ;San Millán/Donemiliaga;053;Araba/Álava;01;34945317132
1159;BOLERA DE BARRIA;Bolera;C/ SAN BERNARDO S/N ;San Millán/Donemiliaga;053;Araba/Álava;01;34945300472
1160;FRONTÓN MUNICIPAL;Frontón;BARRIO DE SAN MIGUEL SIN NÚMERO ;Artzentales;008;Bizkaia;48;34946809059
1161;BOLERA DE IBARGUREN;Bolera;IBARGUREN S/N ;Asparrena;009;Araba/Álava;01;34945304006
1162;CAMPO DE RUGBY ARDANZA;Campo de rugby;MUSURIETA AUZOA S/N ;Plentzia;077;Bizkaia;48;34946773210
1163;PISTA DEPORTIVA DE ALAIZA;Pista deportiva;ALAIZA S/N ;Iruraiz-Gauna;027;Araba/Álava;01;34945300991
1164;PISTA DEPORTIVA DE TXINTXETRU;Pista deportiva;CTRA  A-4138 S/N ;San Millán/Donemiliaga;053;Araba/Álava;01;34945300472
1165;PISCINA NATURAL DE ULLIBARRI-JAUREGI;Piscina natural fluvial;ULLIBARRI-JAUREGI S/N ;San Millán/Donemiliaga;053;Araba/Álava;01;34945300472
1166;ESPACIO DE TENIS DE MESA DE ERENCHUN;Tenis de mesa;ERENTXUN S/N ;Iruraiz-Gauna;027;Araba/Álava;01;34945300991
1167;INSTALACIONES DE URBANIZACIÓN ZERU-TXIKI;Squash;C/ MENDILAUTA 18 ;Zarautz;079;Gipuzkoa;20;34943005100
1168;GIMNASIO GARMA;Gimnasio#Sala de musculación;C/ MADOZ S/N ;Zarautz;079;Gipuzkoa;20;34943830701
1169;C.Pr. ALDATZE;Gimnasio;C/ ALDATZE 5 ;Eibar;030;Gipuzkoa;20;34943701150
1170;PISTA DEL BARRIO LOS PLANETAS;Pista polivalente;Mendelu kalea s/n ;Hondarribia;036;Gipuzkoa;20;34943111213
1171;URBANIZACIÓN SOKOA;Pista de tenis#Piscina grande#Piscina pequeña#Frontón;Baserritar Etorbidea s/n ;Hondarribia;036;Gipuzkoa;20;34943111213
1172;ALBERGUE JUVENIL JUAN SEBASTIÁN ELKANO;Pista polivalente#Pista de tenis#Tenis de mesa;Carretera del Faro s/n ;Hondarribia;036;Gipuzkoa;20;34943641550
1173;RESIDENCIA SAN MARTIN;Sala de yoga#Sala polivalente;Harzubia hiribidea 9 ;Azpeitia;018;Gipuzkoa;20;34943814350
1174;BOLERA DE CORRO;Bolera;C/ REAL S/N ;Valdegovía/Gaubea;055;Araba/Álava;01;34945353042
1175;ESPACIO DE BALONCESTO;Canasta;C/ REAL S/N ;Valdegovía/Gaubea;055;Araba/Álava;01;34945353042
1176;FRONTÓN MUNICIPAL (C/TROBIKA KALEA);Frontón;TROBIKA KALEA S/N ;Mungia;069;Bizkaia;48;34946743412
1177;FRONTÓN GOÑATI;Frontón;HERRIKO PLAZA S/N ;Mendaro;901;Gipuzkoa;20;34943033282
1178;C.Pr. ARIZMENDI-ALMEN;Pista baloncesto#Pista polideportiva cubierta con frontón#Campo fútbol#Pista atletismo#Frontón#Rocódromo#Sala psicomotricidad;Pº TORREBASO S/N ;Eskoriatza;034;Gipuzkoa;20;34943713180
1179;CUCAÑA MUNICIPAL;Cucaña;ARANATAR SABIN KALEA S/N ;Ondarroa;073;Bizkaia;48;34946833672
1180;CARREJO ARRASTRE MUNICIPAL HARRI BIDE;Carrejo de arrastre;BILLELA AUZOA S/N ;Mungia;069;Bizkaia;48;34946743412
1181;PISTA POLIDEPORTIVA;Pista polideportiva;AVENIDA DE PAYUETA S/N ;Peñacerrada-Urizaharra;044;Araba/Álava;01;34945367004
1182;PR-A 76. PEÑACERRADA-BAROJA;Pequeño recorrido;C/ DE LA RIOJA S/N ;Peñacerrada-Urizaharra;044;Araba/Álava;01;34945367004
1183;GR 229 MIKELDI;Sendero;C/ de José Antonio Aguirre Lekube s/n ;Atxondo;091;Bizkaia;48;34946821009
1184;GR 229 MIKELDI;Sendero;C/ Iturrizta  s/n ;Berriz;019;Bizkaia;48;34946824036
1185;GR-282 SENDA DEL PASTOREO;Sendero;C/ DE TUESTA S/N ;Valdegovía/Gaubea;055;Araba/Álava;01;34945353042
1186;PR-GI 91 ARRASATE-BEDOÑA-ARRASATE;Sendero;Bº BEDOÑA (CTRA GI-3554) S/N ;Arrasate/Mondragón;055;Gipuzkoa;20;34943252000
1187;PR-A 56: BERNEDO-VILLAFRIA-VILLAVERDE-NAVARRETE;Sendero pequeño recorrido;C/ DE SANTA TERESA S/N ;Bernedo;016;Araba/Álava;01;34945378041
1188;PISCINAS MUNICIPALES;Vaso recreativo#Sala spinning#Sala de musculación#Sala de cardio#Sala polivalente#Vaso de chapoteo;Bº Astola s/n ;Abadiño;001;Bizkaia;48;34946202929
1189;PISCINAS MUNICIPAL;Vaso deportivo#Vaso infantil;ALDAI AUZOA S/N ;Fruiz;035;Bizkaia;48;34946153210
1190;CARRILES-BICI HK 1 Y HK 2;Carril-bici;Lasao errepidea s/n ;Azpeitia;018;Gipuzkoa;20;34943813069
1191;FRONTÓN DEL RESTAURANTE SAGASTI ZAHAR;Frontón;Urraki bidea 353 ;Azpeitia;018;Gipuzkoa;20;34943813442
1192;BOLERA;Bolera;Barrio Goita s/n ;Mallabia;058;Bizkaia;48;34943171461
1193;PISTA DE BALONCESTO ARLONAGUSIA;Pista baloncesto;Plaza de Arlonagusia S/N ;Lemoa;055;Bizkaia;48;34946313005
1194;FRONTÓN PIKOAGA;Frontón;Bº UGALDETXO-EREÑOZU S/N ;Hernani;040;Gipuzkoa;20;34943337000
1195;BOLERA SANTA ANA;Bolera;Barrio Santa Ana S/N ;Sopuerta;086;Bizkaia;48;34946504052
1196;C.E.I.P. LANDAKO ESKOLA;Pista polideportiva cubierta#Pista fútbol sala#Pista baloncesto 1#Pista baloncesto 2#Gimnasio#Sala de psicomotricidad;Bº Muruetatorre 20 ;Durango;027;Bizkaia;48;34946810643
